reviewText,subjectivity,enhanced_subjectivity
Backlight Insufficient,0.0,0.0
I got it for half off.,0.0,0.0
"I wouldn't call it a deal breaker and I think 1 star is a bit harsh at this price, but it is definitely worth noting and I knocked off a full star just for that as a result.",,1.0
Nice rubberized tip.,1.0,1.0
"It's nice looking, well made, and is light weight.",1.0,1.0
"I have the screen for 2 weeks, and since day 1 I had waves all over the screen.",0.0,0.0
You just have to make sure you assemble the case correctly.,1.0,1.0
"Will shrink slightly after first wash, but after that you're good.",0.0,0.0
fit perfectly,1.0,1.0
I'm sure this must be a good product.,1.0,1.0
2 makes work easier to keep track of.,0.0,0.0
Not good.,1.0,1.0
at least some doggy at the shelter will be happy with it!,1.0,1.0
Fun blocks!,0.0,0.0
"The one thing I am a bit worried about are the feet covers, they do not look like they will last long.",0.0,0.0
"They catch it, sit down and start chewing!",0.0,0.0
"HOWEVER, as others have reported, the unit just quit in the middle of use.",0.0,0.0
Tried to adjust 3 times.,0.0,0.0
"We tried a different type for all three, but they kept coming back to this one.",0.0,0.0
Nice looking.,1.0,1.0
"Get aprox 6 hrs on one charge, depending on how loud the sound is",1.0,1.0
Just in time for teething!,0.0,0.0
She chews up anything.,0.0,0.0
They are also a great size for stuffing in her holee roller ball and orbee tuff raspberry.,1.0,1.0
We did expensive allergy testing for her.,1.0,1.0
works great.,1.0,1.0
Great condition and worked perfectly to use as an album for my study abroad experience.,1.0,1.0
Plugged it in and it worked great.,1.0,1.0
"If anything, this blade is sharper.",0.0,0.0
Everithing is on the keyboard!,0.0,0.0
"Completely outraged at the company, the product and Amazon for supporting them.",1.0,1.0
So cute.,1.0,1.0
"(Otherwise, I turn out with conjoined-twin eggs.)",0.0,0.0
They have that glowing energon effect like in the games as they are molded in translucent purple plastic.,0.0,0.0
Used it to put a curtain over our closet door.,0.0,0.0
A sorry omission for a recorder at this price point.,1.0,1.0
This is the only reason I give this four and not five stars.,1.0,1.0
I do not know what happens if it falls but I plan on not dropping it ever.,0.0,0.0
I then decided to put in a GEFORCE GTX graphics card and it fixed my problems with Dead Rising 3 now i get around 35-50 frames and it dips occasionally when too much is happening on screen.,0.0,0.0
"As it is, since it's not the end of the world for me, I did downgrade my rating from 5 to 3 stars.",0.0,0.0
"These tend to break after limited use, exploding plastic pieces across the room.",0.0,0.0
"This coffeemaker can be programmed to come on, or it can be set to go when you push the button.",0.0,0.0
We have bath sheet size towels and when folded in half over the bar the ends of each side reach the bottom of the rack.,0.0,0.0
"In Spain, they are called cider glasses, or vasos de sidra.",0.0,0.0
Bring on the savings.,0.0,0.0
Cool for the summer.,1.0,1.0
Really nice glasses that fit my medium size head.,1.0,1.0
This food is easy to prepare and can be easily transported if you need to travel.,1.0,1.0
Despite this though the cameras work great (probably because they only use like 30mb/s) and I am in love with it.,1.0,1.0
Also our self propelled vtech train does not easily drive on its own on this track.,1.0,1.0
I purchased this computer headset to use with my Rosetta Stone Spanish course and also to listen to Blu-ray DVD movies and my CD collection which I transferred to iTunes on my laptop using Apple lossless audio compression.,0.0,0.0
The seat IS fairly hard but not uncomfortably so.,1.0,1.0
I wear a 48 size pants (men) and this can maybe get to a 50 but that would be pushing it.,0.0,0.0
This is a very nice set.,1.0,1.0
dog loved it,1.0,1.0
My favorite things to make in it are corned beef and cabbage; country pork ribs; my world famous chicken soup; my gourmet jambalaya; beef stew; Irish bangers and ramps.,1.0,1.0
Bought for my handicapped sons' use as it looked easy to operate.,1.0,1.0
Super item.,1.0,1.0
Good quality.,1.0,1.0
You may want to invest in the damper.,0.0,0.0
Didn't include the toy that I wanted which was the only reason I originally bought this but they ended up liking the two of the toys that did come.. so I guess that's good,1.0,1.0
"I decided to get this go pro, because I really wanted the screen as a built-in part of the camera.",0.0,0.0
"While the customer service is good, I feel full disclosure of issues and resolutions would better come from ATN than its customers.",,1.0
I returned the item and will be looking for a replacement.,0.0,0.0
Loves to Moooooooo,0.0,0.0
Never used it.,0.0,0.0
"It is elasticized, and this was a bit of a problem as the cover kept ""popping"" off while trying to install it.",0.0,0.0
"Very easy to use, doesn't take up a lot of space.",1.0,1.0
Sounds great.,1.0,1.0
These last at least as long as the OEM batteries and the charger is very flexible since you can use AC or Vehicle DC to charge.,0.0,0.0
I am satisfied,1.0,1.0
If you have a even bigger/wider jack you can snip a slit in the hole and touch up with super glue to accommodate any size jack.,1.0,1.0
"Nice leash, perfect length and width for what I needed.",1.0,1.0
"Super great toy, very good quality",1.0,1.0
"However, as with all M&D products, the paint comes off too easily (with normal youngster wear).",1.0,1.0
Great set!!,1.0,1.0
works great and fast.,1.0,1.0
"Wow, I wanted to like these so badly.",1.0,1.0
Perfect cover for our mixer.,1.0,1.0
I like it,0.0,0.0
"Good steel, very sharp, easy to sharpen.",1.0,1.0
I would not buy this brand again.,0.0,0.0
"Love this, I spent 10 days in the BWCA and this cup filtered bugs and who knows what else.",0.0,0.0
"So I literally had to hook the TV  up to the AV receiver twice - one via hdmi, and once via component.",0.0,0.0
"I have Yet to kill them with my over-night Netflix take me away from the ambient noise with a good documentary regimen (try West, it is Fascinating and lasts For Ever!",,0.0
"(note: This review is of this item, not the seller.)",0.0,0.0
"I haven't tried this mouse on my Mac, but it works lovely on my PC.",1.0,1.0
* I read the nutrition and I am happy to find that it is 23% protein.,1.0,0.0
I emailed the support line but never got a response.,0.0,0.0
This is an old fashioned analog tuning AM/FM radio with an extendable pole antenna.,0.0,0.0
Excellent addition and essentially doubles the space of the air fryer.,1.0,1.0
"Warning, do not put clean the inner pot in the dishwasher because the detergent will stain the ""stainless"" steel surface.",0.0,0.0
The product worked perfectly.,1.0,1.0
I will order another set soon.,0.0,0.0
CNET said price doesn't matter (read the article).,0.0,0.0
No problems securing the drive and plugging it into my computer.,0.0,0.0
"All four members of my family now have MonkeyLights on our bikes, and they are useful for making us visible in low light.",0.0,0.0
The pencil fits great without looking like a growth also.,1.0,1.0
Camera  has excellent day and night picture.,1.0,1.0
"Works with eSata (Way faster that USB 2.0)
3.",0.0,0.0
Be careful when open/closing - can get your finger caught,1.0,1.0
I really like the design and functionality of this product.,0.0,0.0
"Nice terrycloth cover that is waterproof, washes well.",1.0,1.0
They are easy to seal.,1.0,1.0
The unit itself is nothing spectacular in the materials used; all plastic.,1.0,1.0
If you're going to make it light wt.,1.0,1.0
I'd say they'll serve me well for several more summers.,0.0,0.0
This appears to be a coating rather than an anodizing or other metal surface treatment we were expecting.,0.0,0.0
I will definitely buy again next winter!,0.0,0.0
Trim gone in 1 wash,0.0,0.0
Now I can listen to internet radio anywhere on my property.,0.0,0.0
"I bought this to block sun coming in from the windows as it looks like sold woven fabric - hah, it is loose bamboo/twig like with large open holes that allow the sun through.",0.0,0.0
"Works better than the other way, but, my advice, spend the extra and get the metal strainer.",0.0,0.0
These aren't very thick but they will do the job!,1.0,1.0
Get them.,0.0,0.0
Saute in pan in 1 tbsp oil over medium heat until starting to become translucent.,0.0,0.0
"It is hard to find a great product made and sold by a great seller but this company, Art to Frames, is it!",1.0,1.0
doesn't hold what i was hoping.,0.0,0.0
Very well-made saucepan.,0.0,0.0
I'll take my $10 light.,1.0,1.0
I bought this unit a while back and just used it.,0.0,0.0
"The truth is that if I had never tried another noise cancelling headphone, I would be impressed with both the noise cancellation and the sound quality.",1.0,1.0
I won't attach the pictures but let's just say if you were having a Dr. Suess party it would have been perfect.,1.0,1.0
Never got to work analog to digital needs converter,0.0,0.0
I was disappointed in those.,1.0,1.0
The set-up of Magicjack Plus was relatively easy and took about 1/2 hour.,1.0,1.0
"Our penguin stays up pretty well, so it can collapse if you want it to, but you can also watch the interior twirl.",1.0,1.0
Well worth the extra $10 over generic branded cards.,0.0,0.0
"I can't believe this was only good for a couple days, I now do not recommend this fan!",1.0,1.0
well insulated and soft.,0.0,0.0
We even ground them up into a powder.,0.0,0.0
And way cheaper than the alternatives.,0.0,0.0
"If, in so doing, you find that despite the spatula's relatively high heat tolerance you have damaged its edge, you can restore it effectively with a nail file.",1.0,1.0
I just hung up on Dell.,0.0,0.0
Arrived as described.,0.0,0.0
Sturdy but not as good as the cuisinart.,1.0,1.0
not cheap,1.0,1.0
"The connection at the ends is the same size as the first generation of dock connectors, so I can see some case users hoping this is something it is not.",0.0,0.0
I redid my daughter's closet & purchased several of these.,0.0,0.0
"Very nice, quality gloves.",1.0,1.0
I like how its got alot of options for that.,0.0,0.0
"Another feature is that it has a magnet on the back, so it sticks to my fridge no problem, which is where I leave it usually so I can always find it.",0.0,0.0
Keeps the pig from curling,0.0,0.0
"Pairing =  *****
Easy, no hassle pairing.",1.0,1.0
Sturdy and well made.,0.0,0.0
"No cons, its perfect at its price.",1.0,1.0
its simply indispensable.,1.0,1.0
THIS MAKES MY LIFE SO MUCH EASIER.,0.0,0.0
Looks great.,1.0,1.0
This little sucker is fast and accurate.,1.0,1.0
Make that water cooling setup for your dorky custom build really work for you!,0.0,0.0
Keep my surface running after the main power gets low.,0.0,0.0
works great to connect my Samsung 850 Pro 256gb SSD to my Xbox ONE,1.0,1.0
Nothing more to say really practical and useful.,0.0,0.0
SANDISK - the ONLY CHIP that NEVER FAILS !,1.0,1.0
True rose scent.,1.0,1.0
It is the perfect size and fits my hand well.,1.0,1.0
Great case for the price.,1.0,1.0
I bought this to replace a 15 year-old Nissan bottle that was really looking its age.,0.0,0.0
"They don't shrink in laundry, the stinky gym smell washes out easily.",1.0,1.0
"It is small, well built and powerful.",1.0,1.0
Very good product and price.,1.0,1.0
"Easy to assemble, sturdy.",1.0,1.0
I got this for Christmas after a public drooling session where I shared it to my facebook wall in a fit of gleeful desire.,0.0,0.0
Reach with hose is good and ease of use of hose is wonderful...has it's own handle !,1.0,1.0
"I meant to upgrade my Ikea down comforter, to something luxurious and fluffy so I bought this Royal Hotel Comforter.",0.0,0.0
"I have three of these, one for each bike.",0.0,0.0
The best smelling candle on the market!,0.0,0.0
This is a very good starter screen though.,1.0,1.0
"If you have wearing shoes, it isn't really a problem, but bear foot or in socks, it can get painful quickly.",,0.0
Not as strong as I thought it would be.,1.0,1.0
FANTASTIC !,1.0,1.0
"So when I needed to go back to the litter box, I thought of that first, but figured why not research.",0.0,0.0
The SR7005 produces great sound and is easy to set  up but to me there are flaws in this flagship.,1.0,1.0
"It was for my friend car ,now his car radio is on",0.0,0.0
"The Nano is held very firmly, is protected pretty well and the ports and buttons are all accessible with the Nano clipped in.",1.0,1.0
A brief tender moment in an otherwise repetitive day for both of us.,0.0,0.0
"As hot as it is around here, in the summer it is nice to have something big enough to put many bottles of water in!",,0.0
"It is corded, so you may find this to be a problem, but it does not have to be charged!",0.0,0.0
I have no problem with the quality.,0.0,0.0
Wouldn't be a big deal but I can't attach to the bike without both handles.,0.0,0.0
We'll do better next time.,0.0,0.0
Buy this mattress!,0.0,0.0
We used this in college for cross country meets (wet clothes and spikes) and now I'm using one for holding swimming accessories.,0.0,0.0
"Bose, move over (and bring your prices down to earth)!",0.0,0.0
"(note: steps above removes a lot of failures users experience after 8.1 update)
___________________________________________________________
Not many want to shell out their dollars on Office 360  if all they intend of using is standard word processors.",0.0,0.0
Still a very handy pasta maker!,1.0,1.0
"I have been using it for about a month, and it has far exceeded all my expectations.",1.0,1.0
but other than that no complaints.,0.0,0.0
It is razor sharp and built extremely well.,1.0,1.0
It's working well.,0.0,0.0
for the $--it is ok...slips down tumbler at times,0.0,0.0
Just adequate.,0.0,0.0
This was great!,1.0,1.0
"Wider and shallower than the picture makes it look, but otherwise a solid piece of cookware.",0.0,0.0
as described,0.0,0.0
The size and amount seemed pretty light weight.,1.0,1.0
The clock comes preset with the date/time so all you need to do is set the time zone (default is EST) and you are good to go.,1.0,1.0
Beautiful design and just the right thickness.,1.0,1.0
Amazingly the camera even works great on Linux (Linux Mint 17.,1.0,1.0
I use this to vacuum cat hair off of carpeted cat trees and to clean up vehicle upholstery.,0.0,0.0
I even have kodi running.,0.0,0.0
Great item.,1.0,1.0
"The 10 year old girl I had ordered the set for was present when I received the package and wanted her kitchen to play with, so I did not return it.",0.0,0.0
These are great.,1.0,1.0
We don't watch movies all that often.,0.0,0.0
"Easy to install and holds up my 49"" TCL s405 perfectly.",1.0,1.0
"But you could also get a ""great deal"" and only spend under a quarter on one of those marked ""For Nikon..."" or some such malarkey and BS, then you won't get the real thing... and you'll probably spend over three bucks for shipping and handling.",1.0,1.0
A GREAT BUY AND A GREAT GIFT!,1.0,1.0
"They are made of plastic, not glass -- plus the little metal tabs (on the inside) that hold them in place, can be carefully adjusted for a tighter fit should it be necessary (I did this on the one panel that was a little wobbly.)",1.0,1.0
Bought these for my sons birthday party to have for the kids to play with.,0.0,0.0
He uses it every day for work.,0.0,0.0
He has never gotten sick from eating them.,1.0,1.0
I recently went on a cruise for my birthday and I researched these types of flasks TO DEATH!,0.0,0.0
I believed them and am very happy with my cables.,1.0,1.0
Also it's big !,0.0,0.0
Somehow these mouth-sized toys seem to be something she covets and is careful to protect.,1.0,1.0
Make sure you know how long you need the stem to be.,1.0,1.0
its so quick to setup and take down.,0.0,0.0
"I've done the hard work of searching for the best performing, best priced, that best fit our needs.",0.0,0.0
Best one so far.,1.0,1.0
This drone is great for a beginner trying to learn to operate a drone.,1.0,1.0
Great buy for the price!,1.0,1.0
"Our other Dyson is 5 years old and still kicking, but it was a hassle to get out of the closet, and drag the cord around the office looking for an outlet nearby.",0.0,0.0
Great product!,1.0,1.0
I went to a camera store and bought the correct batteries so they would last a long time.,0.0,0.0
I decided to buy the extra large authentic floor attachment and I feel that it performs much better!,,1.0
I can't say a lot of technical stuff about it like some of the other reviewers on here but I really don't think you can go wrong with purchasing this lens.,0.0,0.0
Picks up many (9) other wifi networks but only use for the one i setup.,1.0,1.0
Waste of money.,0.0,0.0
"I put the faulty unit back in the box, printed out a call tag they emailed me and put the unit on my front porch.",0.0,0.0
( shall remain unnamed).,0.0,0.0
Does precisely what it is supposed to do.,1.0,0.0
"I can't give it 5 stars with as many drawbacks as it has, but this is a very good case for the money.",1.0,1.0
I got this thermos because it matches the smaller *food* thermos we have in the same color.,0.0,0.0
I've just hung them all up.,0.0,0.0
"It worked for eight weeks; then it stopped working entirely, for no discernible reason.",1.0,1.0
"Great price but I didn't realize the handles are ""extendable"" they tend to loosen and move up and down, it's annoying.",1.0,1.0
This drive sped up boot up time significantly.,1.0,1.0
All parts appear to be good quality.,1.0,1.0
What a great idea!!!!!,1.0,1.0
This IS kinda bulky and cumbersome when ya wanna do some laptop work on your lap.,0.0,0.0
"Never misused, never taken out, properly formatted, never subject to weather, moisture, or surges, just a cheap product.",0.0,0.0
Doesn't support 1080p as advertised.,0.0,0.0
"The software worked just fine, happy I bought this.",1.0,1.0
Nice upgrade.,1.0,1.0
"We have used a Hamilton Beach kettle similar to this for years and like it very much, so I hope this one will also be as useful.",0.0,0.0
Saw this on a lightning deal and figured I would try it out.,0.0,0.0
This actually makes a huge difference in what I can see when it is dark.,,0.0
these are great!,1.0,1.0
Holds keg well,0.0,0.0
It's all plastic and looks cheap but it's dependable and pretty consistent.,1.0,1.0
These are ninja sharp.,1.0,1.0
Thanks for the product priced competitively and of quality.,0.0,0.0
It's a great petit shower caddy.,1.0,1.0
That was quite disappointing for Pearl Izumi gloves.,1.0,1.0
"The second is totally based on my particular preferences but I found the keys a bit too ""squishy"" for my liking.",0.0,0.0
"If you backpack, stealth camp, or want a decent cookware kit for your BOB, this is the way to go.",1.0,1.0
If the water doesn't get stuck.,0.0,0.0
These will get noticed by your friends and seat-mates on the airplane.,0.0,0.0
Totally satisfied.,1.0,1.0
Also there was a burnt spot inside the beautiful velvet drawer.,1.0,1.0
He uses it all the time.,0.0,0.0
A well-made and well-considered product though.,0.0,0.0
Fresh or frozen chicken is always cooked to perfection in this thing!,1.0,1.0
This I thought was the perfect size.,1.0,1.0
"Terrific Teal has wonderful hair, it was a bit gelled and stiff when I took her out of the box but a few light finger comb throughs and it was perfect.",1.0,1.0
It works with just about everything i put on it to speakers to cameras and mics.,0.0,0.0
But it feels so nice I almost wouldn't need sheets if my compulsive habits would permit me to tolerate the idea without nightmares about my boyfriend sweatstaining my comforter or something.,1.0,1.0
This got rid of my bryopsis algae.,0.0,0.0
so back up your info before trying.,0.0,0.0
"my two year old loves to build ""robots"" and ""computers"" with these.",0.0,0.0
"The ""Keep Warm"" setting is also a welcome asset, since I have a habit of walking away before the water is ready and forgetting about it, then having to start over.",1.0,1.0
"Now maybe the cable I received was a dud, and that thats too bad.",1.0,1.0
"There are 2 small holes in the back of the neoprene backer, as well as a protected hole on the outside of the pouch to accept your headphone cord.",0.0,0.0
"My room is 13' x 20', and I'm sure these speakers could easily fill a larger room with a suitable receiver.",1.0,1.0
"The chrome and colored plastic is pretty neat, and really shows a nice aesthetic.",1.0,1.0
My entryway is finally clutter-free!,1.0,1.0
I used it on a tool I made and the tool is still not rusting and the blue is still there.,0.0,0.0
I would but it again.,0.0,0.0
"Great harness, well crafted, very comfortable lining, easy to get on and off.",1.0,1.0
These little bits are just perfect and so convenient!,1.0,1.0
"I bought mine at 2 d8fferent times, so I think the brown and forest green are how they all come out --something to consider if you don't have color flexibility like I did",0.0,1.0
Then I went into the master bath and left it alone.,0.0,0.0
"Again, I'm no chef, I just like good food, and to cook, so I like having decent tools to get the job done, and this meets my needs.",1.0,1.0
The are much more comfortable than an ear bud which is what I was using before.,1.0,1.0
Definitely not Garland brand as I saw them first at a major discount retailer but bought them here because they were so much cheaper.,0.0,0.0
Changed my review from the original version and wanted to share how positively responsive the manufacture of these wonderful cables has been.,1.0,1.0
That is my only gripe.,1.0,1.0
"This bluetooth Isa very good one,work good with two phones as you switch from one to another",1.0,1.0
"this piece of equipment peels like a champ, if your not careful it will peel your finger its so sharp!",1.0,1.0
Why cant a solid metal heavy duty dog comb be made?,0.0,0.0
the pump is very flimsy but it works.,0.0,0.0
This product is really not working with my printer.,0.0,0.0
"perfect for relaxing, meditation, or ""seasoning"" your home.",1.0,1.0
needed a 6ft cable so I can read my iPad mini in bed while plugged into the wall.,0.0,0.0
"Had to ""wing it"" and ended up making a mess of them.",0.0,0.0
We originally had a set for our Queen bed but when we moved to a King had to purchase more.,1.0,1.0
"I recovered my hard drive with some extra software,but I couldn't have done it without this.",0.0,0.0
And the reader is a bonus.,0.0,0.0
""", <snoring noises>, etc.).",0.0,0.0
"Likewise, it's a pretty neat piece for your desk at work, for a child/tween's nightstand, or even in the rec room.",1.0,1.0
Bought two sets of these for dehydrating blueberry 'leathers'.,0.0,0.0
The flexibility of this machine outweighs the fact that my husband now has to run two brew cycles to fill his travel mug each morning.,0.0,0.0
"She has been playing with it daily for about two months, with several washings, and it's still going strong!",0.0,0.0
Not really much to say about it other than it works and fits as intended.,0.0,0.0
"this thing is soo much fun, I saw something similar in a pampered chef catalog and searched on amazon and found this for way less money than P.C.",0.0,0.0
"It seems a bit limited on the adjust ability you can make, but it works well.",0.0,0.0
I like to use as a pillow to prop myself up against the wall while reading or feeding my baby but sleeping on it gives me a neck ache the next morning.,0.0,0.0
19 WORDS TO FILL THE REVIEW WOOT!,0.0,0.0
"I have 4 altogether and two are dead silent, 1 is moderately silent and the other is a little noisy.",0.0,0.0
It's a good peep sight.,1.0,1.0
It's cute and very nice for a corner with a plant on it and I put the phone on the bottom shelf.,1.0,1.0
Nice single addition for my 2001 Siverado.,1.0,1.0
"A wonderful upgrade, I purchased a 12-inch memory foam mattress and I have the adjustable bed that is amazing.",1.0,1.0
"Nice and roomy, I love it.",1.0,1.0
The grown-up animals needed a break from the kittens..,0.0,0.0
My grandson loved them and your delivery service was excellent!,1.0,1.0
Would def buy again,0.0,0.0
"It doesn't have an gain settings, just an on-off button.",0.0,0.0
"It's more like t shirt (jersey) polo, lightweight and comfortable....",1.0,1.0
"Nevertheless, it still looks nice, and is a good size for my cat.",1.0,1.0
Great value!,1.0,1.0
I am relatively disappointed in this set.,1.0,1.0
I will not use this regularly to operate things but I did click and test that I can play video clip and music and yes it worked.,0.0,0.0
Very powerful tool to clean between teeth and gumlines.,1.0,1.0
"Update as of January 7, 2013.",0.0,0.0
There's an inside pocket for my Yeti drink cup.,0.0,0.0
Very happy with the results.,1.0,1.0
They might as well not be there at all.,0.0,0.0
20 is a pretty good number of hangers.,1.0,1.0
The 4k footage was excellent!,1.0,1.0
My Neato XV-21 Run-Time has essentially doubled.,0.0,0.0
"Update: 10/13/2016
Apparently android OS 6 (marshmallow) has been released for this device but adoptable memory is disabled.",0.0,0.0
"Your mileage may vary based on head and ear shape, but I could not get these to be comfortable whereas normally I am fine with both on-the-ear and over-the-ear headphones.",1.0,1.0
It looks sturdy and the cover seems strong but I will stick to clothes.,1.0,1.0
just wish my dog would use it.,0.0,0.0
Got great reviews on it - so I guess it was great - they live in Texas so I haven't seen it for myself.,1.0,1.0
"It may sound silly but after a year of use this has become one of my favorite possessions, I don't leave home without it.",1.0,1.0
My cat was unphased by these.,0.0,0.0
I ordered this because I asked my 4yr old what she wanted for her birthday and she begged for a vacuum.,0.0,0.0
"I have pets, so it was difficult to keep it free of hair.",1.0,1.0
It's nice and compact.,1.0,1.0
It protects my Ipad which I use constantly.,0.0,0.0
Thanks again .,0.0,0.0
"They are durable, the perfect size, and haven't stained yet.",1.0,1.0
"Numbers are large enough to be read across the room during the day, but not lit at night, exactly how you want them.",0.0,0.0
"No issues with this thing - keep the ""stuff"" far from our hands and noses, and has been working without any problems for 2 years now.",1.0,1.0
Fish oils really help with keeping the coat healthy.,0.0,0.0
Does what it is supposed to do!,0.0,0.0
This vac has attachments to convert it to a handheld portable.,0.0,0.0
This product was provided at a discounted price in exchange for my honest review.,1.0,1.0
I found I couldn't get a decent rotation of jeans and nice shirts in the bag for any period longer than 2 days.,1.0,1.0
My only negative is I found a better one with wider openings at the nostrils but it doesn't come in pony size.,1.0,1.0
So far we're really quite happy and will update with any problems.,1.0,1.0
You get what you pay for...,0.0,0.0
Apparently the plug-in isn't supported in a 64 bit environment so I could never get into the camera itself to change some of the settings.,0.0,0.0
"If EHEIM does contact me I intend to tell them about my findings, until then my rating has been changed from 1 to 5 stars as it was an amazing heater that kept my 210 gallon FOWLR nice and warm, until my trigger got ahold of it...",1.0,1.0
"Overall, I like this method of cooking enough that my next cooktop will be induction, and I've started retiring some of my old aluminum non-stick pans when I find a deal on a replacement induction ready pan.",0.0,0.0
His old ones were getting worn.,0.0,0.0
"I had to cut the tips off, put a match to it so it would not frey and only then was it able to do what it was meant to do.",1.0,1.0
"All had lag, except the steam link.",0.0,0.0
Sheet set material looks to be good quality for a budget set.,1.0,1.0
It has held up well so far and keeps his drinks cold all day.,1.0,1.0
They told me that the issue was my PC and that they couldn't do anything for me except try to test the unit on one of THEIR PCs.,0.0,0.0
Add 64GB sd card and you have a device with 72GB memory.,0.0,0.0
These are soooo pretty and they look incredibly real!,1.0,1.0
"I think the fault was in the docking station, not in this converter.",0.0,1.0
Both of my amps are 200W and this unit works perfectly for my 8 ohms RMS 25 Peak 50 speakers on all 4 selectors.,1.0,1.0
"Since HDMI cables are digital, there is little risk of signal loss or degradation, yet the cable appears to be well shielded, and came at a bargain price.",0.0,0.0
No good.,1.0,1.0
"If you don't have already chilled water or are in a hurry, keep some frozen fruits in the freezer to put in the bottom.",0.0,0.0
"I plan to replace the Intel wifi card with an Atheros card and do a Hackintosh build, will let ya know how that goes.",0.0,0.0
"His bottles on top, mine in the middle and my special scented soap in the bottom, with 2 hooks which we use for a pouf, and a squeegee.",0.0,0.0
"Another plus, this approach required NO drilling or permanent mods to the bike at all.",0.0,0.0
It fit perfectly on the glasses and I am happy with the product.,1.0,1.0
I use them daily to keep her wrinkles clean.,0.0,0.0
My grandson and I spent 3 hours putting it together.,0.0,0.0
I blew into the air valve located under the mouthpiece and that cleared whatever was restricting the flow.,0.0,0.0
"The booklet it comes with tells you how to workout within your optimal heart rate, however, it does not tell you what that heart rate should be.",0.0,0.0
Yet it is strong and tough.,1.0,0.0
"The Amazon product manager for this economical, high quality product line is worthy of high praise.",1.0,1.0
Good price for easy/attractive shoe storage and organization.,1.0,1.0
They're also very light.,1.0,1.0
I do prefer the White Stylus + Pen combo by the same company over this stylus as it is a little longer and feels more natural in the hand.,0.0,0.0
For $49 theses gates are really good.,1.0,1.0
It is so easy to pan and tilt with this head!,1.0,1.0
"But it's like any other tool, it's a pleasure to work with something that is the right tool, a tool that's well designed for the work, and one that's visually well designed.",0.0,0.0
"Its 64 GB but only 58 GB usable space, I don't get it.",1.0,1.0
Perfect cable.,1.0,1.0
It's a cheap and flimsy tripod with an annoying nib on the head that can make mounting your camera on it a pain in the butt.,1.0,1.0
"When I got it, it looked nice and felt sturdy.",1.0,1.0
I purchased this to replace 4 C batteries as a power supply.,0.0,0.0
Obviously this sort of radical modification will void any warrantee so I recommend waiting until you're sure your unit is fully operational.,1.0,0.0
Everyone compliments when they see it.,0.0,0.0
And I mean it SNAGS.,1.0,1.0
"I guess some people might not like the rotating action it has, but I do.",0.0,0.0
It's very beautiful.,1.0,1.0
"The rule book incredibly has some mispellings, a very rare fact for Rio Grande Games.",1.0,1.0
Fast & easy upgrade with a nice performance boost.,1.0,1.0
Not sure why the pkg size is relevant.,1.0,1.0
"Pictured: the Revell Star Destroyer is in the middle, on the right is my Kenner collectors fleet Star Destroyer as well as Revell's Snaptite Poe's X-Wing and the die cast Black Series Tie Inquisitor to show scale.",0.0,0.0
Thank you.,0.0,0.0
"You simply press the power button, and the RX41 begins searching for Bluetooth sources to pair with.",0.0,0.0
Great buy overall!,0.0,0.0
"EDIT-1ST UPDATE
Our cat loves this bed and still uses it constantly.",0.0,0.0
"Believe me, we don't always get those in one package, which is why this is my favorite Foscam security cam to date.",1.0,1.0
wonder if it's the quality lol?,1.0,1.0
If it sells I'll look into a converter.,0.0,0.0
Gosh those things smell awful.,1.0,1.0
But they are really strong.,1.0,1.0
I have these installed on my Ruger Blackhawk.,0.0,0.0
"If you are lucky, you will get one of these with this 8.71 firmware.",1.0,1.0
The best!!,0.0,0.0
the other one was only purchased a month ago is still working (it remains at home).,1.0,1.0
Be cautious about the fans.,0.0,0.0
"If a guitar player were to put this on their ankle and expect to get some percussion by tapping their foot to the music, I think they'd be disappointed...you'd need a strong, exaggerated movement to get the kind of sound I know that I'd prefer.",1.0,1.0
I'll be ordering some more in the near future.,0.0,0.0
"BUT,  it is only $159.",1.0,0.0
She has responded very well to the change.,0.0,0.0
"I am kind new with these new trends of anime, but i can tell if yyou loved Attack on Titan, you will love this.",1.0,1.0
Children from 6-44 were engaged and playing.,0.0,0.0
Decent quality.,1.0,1.0
"Wasn't sure these blinds could help with sun glare, but they are wonderful.",1.0,1.0
"Whenever I fart in the room, the machine almost immediately switches to 2 or 3 settings higher, every single time.",0.0,0.0
The only drawback for me is the small reservoir.,1.0,1.0
"I paid nearly $30 for these, I would expect them to last longer.",0.0,0.0
Speed is very fast and USB 3 is recognized immediately,1.0,1.0
A COAT RACK!!,0.0,0.0
Many other types of cases have eggcrate foam on one or both sides and a less dense solid middle layer.,0.0,0.0
Even the packaging material has room dedicated/intended for the second grate.,0.0,0.0
"These tend to be cheap tubes that I did not purchase, but rather came with a used bike I bought, or were on another person's bike.",1.0,1.0
Great vivid color and love the 34 inch view.,1.0,1.0
Perfect companion for my post surgical experience,1.0,1.0
The item was exactly as described.,0.0,0.0
- Add 6oz can tomato paste and cook for a few minutes.,0.0,0.0
"Super lovely color, shiny, looks so nice, haven't installed yet but I am sure it will be fine.",1.0,1.0
"At first the handle was a little annoying for pouring because it is a little awkward, but you get used to it.",1.0,0.0
I then tested it by sticking it into random cold food in my fridge.,1.0,1.0
Bought this for a friend and it just didn't function like it was supposed to for us.,0.0,0.0
We are very happy with this car.,1.0,1.0
Awesome content.,1.0,1.0
